strategy_key,bootstrap_scope,pareto_input,behavior_group_id,behavior_group_representative,behavior_group_member_count,seed,mean_block_length,bootstrap_paths,path_observations,index_matrix_hash,comparison_index_matrix_hash,additional_index_matrix_hash,prob_ending_equity_above_1000,prob_cagr_above_zero,prob_cagr_above_spy,prob_mdd_above_10pct,prob_mdd_above_15pct,prob_mdd_above_20pct,prob_mdd_above_30pct,prob_mdd_above_40pct,prob_ending_equity_below_750,prob_ending_equity_below_500,calmar_5pct,ending_equity_5pct,ending_equity_25pct,ending_equity_50pct,ending_equity_75pct,ending_equity_95pct,cagr_5pct,cagr_25pct,cagr_50pct,cagr_75pct,cagr_95pct,mdd_magnitude_50pct,mdd_magnitude_75pct,mdd_magnitude_90pct,mdd_magnitude_95pct,mdd_magnitude_99pct,cdar_magnitude_50pct,cdar_magnitude_90pct,cdar_magnitude_95pct,cdar_magnitude_99pct,es95_magnitude_50pct,es95_magnitude_90pct,es95_magnitude_95pct,es95_magnitude_99pct,longest_underwater_observations_50pct,longest_underwater_observations_90pct,longest_underwater_observations_95pct,longest_underwater_observations_99pct
score_bo_l10_rm002_erp010__first_signal__low10,block_sensitivity,False,B027,score_bo_l10_rm002_erp010__first_signal__low10,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.8034,0.8034,0.0052,0.996,0.8478,0.5586,0.151,0.0296,0.028,0.0006,-0.0696243023954,810.56121611,1052.18971879,1267.58531052,1529.20917589,1966.54722565,-0.022388107763,0.00549957855961,0.0258920251222,0.0468556859802,0.0756311679833,0.211502594879,0.264935589846,0.327496464906,0.370397609504,0.450937677196,0.185824803777,0.30511433933,0.348326457522,0.430508673036,0.0145873699735,0.0156513578894,0.0159628272619,0.0165174647696,979,1989.1,2204.05,2324
score_bo_l10_rm002_erp015__first_signal__low10,block_sensitivity,False,B047,score_bo_l10_rm002_erp015__first_signal__low10,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.8128,0.8128,0.0068,0.9956,0.8384,0.5414,0.1394,0.0256,0.0238,0.0004,-0.0671605043662,820.925910187,1058.86800242,1281.51396395,1535.74887757,1970.99424532,-0.0210480624678,0.00618565570574,0.0271014131057,0.0473374091579,0.0758931141842,0.208187984365,0.261870092945,0.321322342175,0.365497101772,0.445960307788,0.1830679116,0.299104081985,0.34271166255,0.427944602883,0.0144588653084,0.0155154285299,0.0158258379383,0.0163721240034,958,1952.2,2167,2322.01
score_bo_l10_rp000_erp010__first_signal__low10,block_sensitivity,False,B027,score_bo_l10_rm002_erp010__first_signal__low10,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.8034,0.8034,0.0052,0.996,0.8478,0.5586,0.151,0.0296,0.028,0.0006,-0.0696243023954,810.56121611,1052.18971879,1267.58531052,1529.20917589,1966.54722565,-0.022388107763,0.00549957855961,0.0258920251222,0.0468556859802,0.0756311679833,0.211502594879,0.264935589846,0.327496464906,0.370397609504,0.450937677196,0.185824803777,0.30511433933,0.348326457522,0.430508673036,0.0145873699735,0.0156513578894,0.0159628272619,0.0165174647696,979,1989.1,2204.05,2324
score_bo_l10_rp000_erp015__first_signal__low10,block_sensitivity,False,B047,score_bo_l10_rm002_erp015__first_signal__low10,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.8128,0.8128,0.0068,0.9956,0.8384,0.5414,0.1394,0.0256,0.0238,0.0004,-0.0671605043662,820.925910187,1058.86800242,1281.51396395,1535.74887757,1970.99424532,-0.0210480624678,0.00618565570574,0.0271014131057,0.0473374091579,0.0758931141842,0.208187984365,0.261870092945,0.321322342175,0.365497101772,0.445960307788,0.1830679116,0.299104081985,0.34271166255,0.427944602883,0.0144588653084,0.0155154285299,0.0158258379383,0.0163721240034,958,1952.2,2167,2322.01
score_bo_l20_rm002_erp010__first_signal__low10,block_sensitivity,False,B147,score_bo_l20_rm002_erp010__first_signal__low10,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.8714,0.8714,0.0102,0.9936,0.8186,0.4994,0.1148,0.019,0.0146,0.0004,-0.0470428127376,873.330490249,1142.34758019,1380.33018865,1663.65817147,2188.51886196,-0.0144954245597,0.0144509558499,0.0353594237157,0.0564093815903,0.0881044112259,0.199925195642,0.249967480704,0.308399704697,0.34786550323,0.434428594046,0.173533861054,0.283992932583,0.32487093971,0.411441914836,0.014702510023,0.0158020901041,0.0161234033861,0.0167046879779,856,1759,2071,2310
score_bo_l20_rm002_erp015__first_signal__low10,block_sensitivity,False,B167,score_bo_l20_rm002_erp015__first_signal__low10,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.837,0.837,0.0088,0.9956,0.8446,0.5342,0.137,0.0256,0.0208,0.0006,-0.060335962067,833.850559599,1087.85450102,1319.10276782,1583.36042395,2073.94201657,-0.0193980310924,0.00911947622589,0.0303075306484,0.0507903863472,0.0818147070889,0.206121381494,0.260262269675,0.317706080364,0.359827837025,0.450272404798,0.180181437787,0.294343328104,0.33914248708,0.433846400853,0.0147715276124,0.0158419106193,0.0161601900266,0.0167350218182,917,1893.1,2139.2,2319.01
score_bo_l20_rp000_erp010__first_signal__low10,block_sensitivity,False,B147,score_bo_l20_rm002_erp010__first_signal__low10,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.8714,0.8714,0.0102,0.9936,0.8186,0.4994,0.1148,0.019,0.0146,0.0004,-0.0470428127376,873.330490249,1142.34758019,1380.33018865,1663.65817147,2188.51886196,-0.0144954245597,0.0144509558499,0.0353594237157,0.0564093815903,0.0881044112259,0.199925195642,0.249967480704,0.308399704697,0.34786550323,0.434428594046,0.173533861054,0.283992932583,0.32487093971,0.411441914836,0.014702510023,0.0158020901041,0.0161234033861,0.0167046879779,856,1759,2071,2310
score_bo_l20_rp000_erp015__first_signal__low10,block_sensitivity,False,B167,score_bo_l20_rm002_erp015__first_signal__low10,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.837,0.837,0.0088,0.9956,0.8446,0.5342,0.137,0.0256,0.0208,0.0006,-0.060335962067,833.850559599,1087.85450102,1319.10276782,1583.36042395,2073.94201657,-0.0193980310924,0.00911947622589,0.0303075306484,0.0507903863472,0.0818147070889,0.206121381494,0.260262269675,0.317706080364,0.359827837025,0.450272404798,0.180181437787,0.294343328104,0.33914248708,0.433846400853,0.0147715276124,0.0158419106193,0.0161601900266,0.0167350218182,917,1893.1,2139.2,2319.01
score_bo_l20_rp002_erp010__first_signal__low10,block_sensitivity,False,B207,score_bo_l20_rp002_erp010__first_signal__low10,1,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.9088,0.9088,0.0442,1,0.9806,0.825,0.3308,0.088,0.021,0.0012,-0.0335165856498,886.24382612,1292.47661994,1681.72457402,2184.43174468,3200.32860324,-0.0129347288401,0.0280450410947,0.05764019495,0.0878851546186,0.133609544029,0.260471540903,0.323454262173,0.390382536922,0.43857399143,0.532604326332,0.225434592457,0.36018742291,0.412352587364,0.506678898034,0.0202193236537,0.0215749512305,0.0219959622031,0.0227529099929,786,1667.2,1986.15,2282.02
score_bo_l40_rm002_erp010__signal_3d_confirm__ma50,block_sensitivity,False,B280,score_bo_l40_rm002_erp010__signal_3d_confirm__ma50,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.879,0.879,0.033,0.9988,0.9432,0.7122,0.2438,0.0568,0.0252,0.0006,-0.0504853529037,851.396480888,1204.27916009,1531.99806481,1931.96187488,2740.7164297,-0.0171941652991,0.0202414203099,0.0470613433859,0.07357560915,0.114820122984,0.238284615349,0.298168983572,0.364406570877,0.407499536528,0.493353865369,0.206657362299,0.336907796379,0.382655642136,0.475804758258,0.0189019385122,0.0202758905626,0.0206890724786,0.0214181481103,843,1761,2072.05,2310.02
score_bo_l40_rm002_erp015__signal_3d_confirm__low20,block_sensitivity,False,B298,score_bo_l40_rm002_erp015__signal_3d_confirm__low20,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.936,0.936,0.0812,0.9986,0.9338,0.6684,0.1994,0.0392,0.0118,0.0004,-0.0151488652506,955.862293203,1383.04726475,1803.51040252,2384.98667335,3507.4583551,-0.00485473712527,0.035578943514,0.065642110934,0.0982358479788,0.144864239681,0.228977896025,0.284532839648,0.341311273456,0.382745287062,0.468457403792,0.196076266173,0.313283491162,0.35667760701,0.445585121501,0.0188553487116,0.0202731854377,0.020691618838,0.0214763582611,737,1558.1,1855.2,2257.02
score_bo_l40_rm002_erp015__signal_3d_confirm__low20_minus_0_5atr,block_sensitivity,False,B299,score_bo_l40_rm002_erp015__signal_3d_confirm__low20_minus_0_5atr,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.9486,0.9486,0.0886,0.9994,0.9314,0.6584,0.187,0.034,0.0088,0.0004,-0.00110885554168,996.766218541,1451.22613764,1893.32014523,2486.174425,3722.17469037,-0.000349128235932,0.0409651001384,0.0712397614451,0.103166489036,0.152221185433,0.225731643341,0.281144788839,0.33855423594,0.377089503484,0.463899922873,0.193160902837,0.307947329388,0.351411943182,0.443484638723,0.0188382268859,0.0202122684556,0.0206138448319,0.0214377078126,696,1450.4,1751.1,2230.02
score_bo_l40_rm002_erp015__signal_3d_confirm__ma50,block_sensitivity,False,B300,score_bo_l40_rm002_erp015__signal_3d_confirm__ma50,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.9278,0.9278,0.075,0.9994,0.9378,0.684,0.2054,0.0432,0.0126,0.0004,-0.0241343115541,926.630680347,1360.72790008,1771.65961854,2322.30001581,3465.02374404,-0.00818126467217,0.0337641725479,0.0635970522462,0.0950867981338,0.143362882564,0.231353267005,0.287858305405,0.348437967345,0.389896996587,0.482283302779,0.199114050232,0.318664940769,0.363813644444,0.458961152593,0.0192421077178,0.0207190348049,0.0211625525625,0.0219746644926,760,1585.1,1895,2276
score_bo_l40_rp000_erp010__signal_3d_confirm__ma50,block_sensitivity,False,B280,score_bo_l40_rm002_erp010__signal_3d_confirm__ma50,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.879,0.879,0.033,0.9988,0.9432,0.7122,0.2438,0.0568,0.0252,0.0006,-0.0504853529037,851.396480888,1204.27916009,1531.99806481,1931.96187488,2740.7164297,-0.0171941652991,0.0202414203099,0.0470613433859,0.07357560915,0.114820122984,0.238284615349,0.298168983572,0.364406570877,0.407499536528,0.493353865369,0.206657362299,0.336907796379,0.382655642136,0.475804758258,0.0189019385122,0.0202758905626,0.0206890724786,0.0214181481103,843,1761,2072.05,2310.02
score_bo_l40_rp000_erp015__signal_3d_confirm__low20,block_sensitivity,False,B298,score_bo_l40_rm002_erp015__signal_3d_confirm__low20,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.936,0.936,0.0812,0.9986,0.9338,0.6684,0.1994,0.0392,0.0118,0.0004,-0.0151488652506,955.862293203,1383.04726475,1803.51040252,2384.98667335,3507.4583551,-0.00485473712527,0.035578943514,0.065642110934,0.0982358479788,0.144864239681,0.228977896025,0.284532839648,0.341311273456,0.382745287062,0.468457403792,0.196076266173,0.313283491162,0.35667760701,0.445585121501,0.0188553487116,0.0202731854377,0.020691618838,0.0214763582611,737,1558.1,1855.2,2257.02
score_bo_l40_rp000_erp015__signal_3d_confirm__low20_minus_0_5atr,block_sensitivity,False,B299,score_bo_l40_rm002_erp015__signal_3d_confirm__low20_minus_0_5atr,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.9486,0.9486,0.0886,0.9994,0.9314,0.6584,0.187,0.034,0.0088,0.0004,-0.00110885554168,996.766218541,1451.22613764,1893.32014523,2486.174425,3722.17469037,-0.000349128235932,0.0409651001384,0.0712397614451,0.103166489036,0.152221185433,0.225731643341,0.281144788839,0.33855423594,0.377089503484,0.463899922873,0.193160902837,0.307947329388,0.351411943182,0.443484638723,0.0188382268859,0.0202122684556,0.0206138448319,0.0214377078126,696,1450.4,1751.1,2230.02
score_bo_l40_rp000_erp015__signal_3d_confirm__ma50,block_sensitivity,False,B300,score_bo_l40_rm002_erp015__signal_3d_confirm__ma50,2,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.9278,0.9278,0.075,0.9994,0.9378,0.684,0.2054,0.0432,0.0126,0.0004,-0.0241343115541,926.630680347,1360.72790008,1771.65961854,2322.30001581,3465.02374404,-0.00818126467217,0.0337641725479,0.0635970522462,0.0950867981338,0.143362882564,0.231353267005,0.287858305405,0.348437967345,0.389896996587,0.482283302779,0.199114050232,0.318664940769,0.363813644444,0.458961152593,0.0192421077178,0.0207190348049,0.0211625525625,0.0219746644926,760,1585.1,1895,2276
score_bo_l40_rp002_erp005__signal_3d_confirm__low20,block_sensitivity,False,B318,score_bo_l40_rp002_erp005__signal_3d_confirm__low20,1,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.8688,0.8688,0.0652,1,0.9974,0.9496,0.5648,0.2204,0.0432,0.006,-0.0586974826605,775.519243064,1232.73684633,1720.38689456,2351.62788402,3687.24991919,-0.0270347918075,0.0228135188889,0.0602349978723,0.0965693979937,0.151050783533,0.315041667496,0.389190748201,0.466798678894,0.514290547447,0.613870429617,0.275418304524,0.436366750432,0.484689768532,0.592167569371,0.0258219908249,0.0276038635146,0.0281476849927,0.0291130266678,854,1830.1,2096.05,2314.02
score_bo_l40_rp002_erp005__signal_3d_confirm__low20_minus_0_5atr,block_sensitivity,False,B319,score_bo_l40_rp002_erp005__signal_3d_confirm__low20_minus_0_5atr,1,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.9194,0.9194,0.0952,1,0.9956,0.9198,0.4724,0.157,0.0202,0.0022,-0.0294732081446,890.346092298,1415.29559864,1955.99901404,2710.31012234,4172.79029726,-0.0124431788343,0.0381554154115,0.0750076828768,0.113480108564,0.166504186588,0.294164958144,0.361763275339,0.435900249707,0.479077497608,0.577417339586,0.252743993651,0.401523865139,0.449309404566,0.556752175498,0.0250063413115,0.0266970557712,0.0271522836839,0.0280501105086,744.5,1606,1885.05,2257
score_bo_l40_rp002_erp005__signal_3d_confirm__ma50,block_sensitivity,False,B320,score_bo_l40_rp002_erp005__signal_3d_confirm__ma50,1,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.876,0.876,0.0606,1,0.9954,0.9156,0.481,0.1676,0.037,0.0034,-0.053816476527,806.122731976,1248.37172581,1704.80620439,2268.96589322,3493.64293473,-0.0229666635452,0.0242041850256,0.0591956307881,0.092347284844,0.144377222942,0.29524105653,0.367474723184,0.441326491239,0.487916026532,0.581397160378,0.257476107659,0.410255575979,0.46157093956,0.558311394552,0.0247419281248,0.0264423117799,0.0268926530615,0.0278753732815,847.5,1792.3,2077,2310
score_bo_l40_rp002_erp010__signal_3d_confirm__low20,block_sensitivity,False,B338,score_bo_l40_rp002_erp010__signal_3d_confirm__low20,1,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.9076,0.9076,0.0848,1,0.9966,0.923,0.4926,0.166,0.0268,0.003,-0.0386386454574,855.776350761,1351.51478206,1859.21770864,2531.59510346,3942.85948074,-0.0166503526972,0.0330073067188,0.0691427043497,0.105321733605,0.159398164079,0.297922507919,0.365158375992,0.441004567257,0.485210189321,0.581634709642,0.257664715973,0.407412818031,0.455992563411,0.559313983209,0.0252531575939,0.0269158968487,0.0274044029131,0.0283416701498,771,1690.1,2007.1,2298
score_bo_l40_rp002_erp010__signal_3d_confirm__low20_minus_0_5atr,block_sensitivity,False,B339,score_bo_l40_rp002_erp010__signal_3d_confirm__low20_minus_0_5atr,1,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.9324,0.9324,0.1096,1,0.9936,0.9078,0.4364,0.1386,0.0164,0.0012,-0.0176660209179,934.175468889,1476.83353124,2040.21657306,2809.33145352,4299.00787754,-0.0073138061722,0.0429299035544,0.0799042717951,0.117795926949,0.170257686391,0.285866804201,0.351751144784,0.423247372137,0.467845464454,0.558025438838,0.245375597962,0.390612549509,0.437739443921,0.533593933162,0.0247684989898,0.0263530028539,0.0267735733621,0.0277547777818,716,1550.3,1822.05,2254.03
score_bo_l40_rp002_erp010__signal_3d_confirm__ma50,block_sensitivity,False,B340,score_bo_l40_rp002_erp010__signal_3d_confirm__ma50,1,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.8758,0.8758,0.0604,1,0.9954,0.9146,0.4806,0.1674,0.0368,0.0034,-0.0536843120944,805.63537729,1248.78485548,1706.77905645,2269.68998925,3496.47093954,-0.0230303649403,0.024240718784,0.0593277051868,0.0923848611342,0.144477055539,0.295111013772,0.367211473302,0.44179025398,0.487287864371,0.581179614631,0.257201561022,0.409667220707,0.460836330746,0.556885173437,0.0247434195458,0.0264427841255,0.0268959104001,0.027890758142,848,1786.1,2077,2310
score_bo_l40_rp002_erp015__signal_3d_confirm__low20,block_sensitivity,False,B358,score_bo_l40_rp002_erp015__signal_3d_confirm__low20,1,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.933,0.933,0.1496,1,0.996,0.9188,0.473,0.1512,0.0186,0.002,-0.0190417199679,929.997057781,1505.85545732,2121.98915795,2982.71839532,4861.54512031,-0.00779343984046,0.0451202834694,0.0844890934237,0.125036222383,0.185875387126,0.29321183523,0.359734730617,0.430271879706,0.474990455252,0.57180658368,0.251214655512,0.395733156493,0.442839663592,0.544927860274,0.0257431336426,0.0274963599707,0.028016329238,0.0289708477265,727,1578.2,1854.15,2257
score_bo_l40_rp002_erp015__signal_3d_confirm__low20_minus_0_5atr,block_sensitivity,False,B359,score_bo_l40_rp002_erp015__signal_3d_confirm__low20_minus_0_5atr,1,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.9586,0.9586,0.2066,1,0.9936,0.8934,0.4072,0.122,0.0098,0.0008,0.0135267487104,1047.03617536,1701.5698925,2391.56251666,3389.82769925,5390.7326867,0.00496747954453,0.0589786631755,0.0985618905904,0.140661650843,0.199158880675,0.278957026484,0.343870753314,0.413411568375,0.453414822735,0.547389218514,0.237281889782,0.375790820996,0.422603298145,0.517616282003,0.0252819314614,0.0270232822711,0.0275106097899,0.0284791639097,655,1408,1691.2,2201.01
score_bo_l40_rp002_erp015__signal_3d_confirm__ma50,block_sensitivity,False,B360,score_bo_l40_rp002_erp015__signal_3d_confirm__ma50,1,20260728,5,5000,2332,c039b388e2e47cfb84e2807f288ea4ff38c4249222953b654d80416fd206b4da,,,0.9036,0.9036,0.1028,1,0.9968,0.926,0.4882,0.1732,0.0316,0.0032,-0.0452910577521,831.163320417,1351.47448617,1874.07056642,2581.44804433,4130.55528388,-0.0197392120907,0.0330039862137,0.0700602328536,0.107647935061,0.165225554879,0.296939430243,0.368980519562,0.443413133804,0.487659496572,0.587849597707,0.258227618751,0.410782399184,0.457639093592,0.556408819013,0.0253796511932,0.0271664490536,0.0276807275626,0.0287026051044,807,1709.3,2022.05,2299
score_bo_l10_rm002_erp010__first_signal__low10,block_sensitivity,False,B027,score_bo_l10_rm002_erp010__first_signal__low10,2,20260728,60,5000,2332,7b4690980f594fb13664995b04ca862b605d958ecd12e9fc14319550eb0bd643,,,0.8508,0.8508,0.0002,0.99,0.7606,0.4198,0.0682,0.0076,0.0124,0,-0.0550459812282,867.602929482,1087.34089611,1268.46641586,1484.13911804,1834.25971979,-0.0151942510083,0.00906810292254,0.0259688915282,0.0434848729286,0.0675861045834,0.186947551161,0.231839429761,0.279425246833,0.316075671401,0.391701601854,0.159220513974,0.252761400612,0.289682461954,0.365102932498,0.0145443045764,0.0162204541551,0.0166950496299,0.0175343721404,902,1893.1,2136.1,2311
score_bo_l10_rm002_erp015__first_signal__low10,block_sensitivity,False,B047,score_bo_l10_rm002_erp015__first_signal__low10,2,20260728,60,5000,2332,7b4690980f594fb13664995b04ca862b605d958ecd12e9fc14319550eb0bd643,,,0.8574,0.8574,0.0002,0.9846,0.7354,0.3988,0.0622,0.008,0.0126,0,-0.0522134036654,873.216518386,1096.18178168,1277.78152889,1495.26680674,1858.86012163,-0.014509293932,0.00994941004783,0.0267784936236,0.0443255227328,0.0691205340027,0.183380581954,0.228994313231,0.278300289939,0.314066661891,0.389150811449,0.156367707997,0.252054915219,0.287835468714,0.367420214772,0.0144279988695,0.0160674861531,0.0165268744454,0.0172739349433,889,1868,2122,2308.01
score_bo_l10_rp000_erp010__first_signal__low10,block_sensitivity,False,B027,score_bo_l10_rm002_erp010__first_signal__low10,2,20260728,60,5000,2332,7b4690980f594fb13664995b04ca862b605d958ecd12e9fc14319550eb0bd643,,,0.8508,0.8508,0.0002,0.99,0.7606,0.4198,0.0682,0.0076,0.0124,0,-0.0550459812282,867.602929482,1087.34089611,1268.46641586,1484.13911804,1834.25971979,-0.0151942510083,0.00906810292254,0.0259688915282,0.0434848729286,0.0675861045834,0.186947551161,0.231839429761,0.279425246833,0.316075671401,0.391701601854,0.159220513974,0.252761400612,0.289682461954,0.365102932498,0.0145443045764,0.0162204541551,0.0166950496299,0.0175343721404,902,1893.1,2136.1,2311
score_bo_l10_rp000_erp015__first_signal__low10,block_sensitivity,False,B047,score_bo_l10_rm002_erp015__first_signal__low10,2,20260728,60,5000,2332,7b4690980f594fb13664995b04ca862b605d958ecd12e9fc14319550eb0bd643,,,0.8574,0.8574,0.0002,0.9846,0.7354,0.3988,0.0622,0.008,0.0126,0,-0.0522134036654,873.216518386,1096.18178168,1277.78152889,1495.26680674,1858.86012163,-0.014509293932,0.00994941004783,0.0267784936236,0.0443255227328,0.0691205340027,0.183380581954,0.228994313231,0.278300289939,0.314066661891,0.389150811449,0.156367707997,0.252054915219,0.287835468714,0.367420214772,0.0144279988695,0.0160674861531,0.0165268744454,0.0172739349433,889,1868,2122,2308.01
score_bo_l20_rm002_erp010__first_signal__low10,block_sensitivity,False,B147,score_bo_l20_rm002_erp010__first_signal__low10,2,20260728,60,5000,2332,7b4690980f594fb13664995b04ca862b605d958ecd12e9fc14319550eb0bd643,,,0.9162,0.9162,0.0014,0.977,0.682,0.3184,0.0402,0.0034,0.0044,0,-0.0260012860136,942.151031796,1186.86548655,1378.25144268,1613.30510643,2007.16479089,-0.00640359456834,0.0186406426608,0.0351912153872,0.0529149357938,0.0780044590632,0.173191260346,0.213541571544,0.259305035964,0.288459255543,0.353578800339,0.143552842992,0.230356035977,0.262634681009,0.330092633816,0.0146908317363,0.0162655346832,0.0167182846284,0.0174626384147,762.5,1626.1,1913.2,2274.03
score_bo_l20_rm002_erp015__first_signal__low10,block_sensitivity,False,B167,score_bo_l20_rm002_erp015__first_signal__low10,2,20260728,60,5000,2332,7b4690980f594fb13664995b04ca862b605d958ecd12e9fc14319550eb0bd643,,,0.8872,0.8872,0.0012,0.9886,0.7062,0.3486,0.0486,0.0038,0.006,0,-0.0402180013584,904.66677734,1133.06270393,1314.86084499,1535.23020672,1895.84517401,-0.0107429078514,0.0135588097906,0.0299498288035,0.0472992694859,0.0713936896083,0.176786502873,0.219660569008,0.266328997493,0.29862839638,0.370091980134,0.149622410746,0.240781602112,0.272853231796,0.345072545366,0.0147582333105,0.0163022307967,0.0167396915805,0.0174393480636,831.5,1749.1,2036.3,2289.03
score_bo_l20_rp000_erp010__first_signal__low10,block_sensitivity,False,B147,score_bo_l20_rm002_erp010__first_signal__low10,2,20260728,60,5000,2332,7b4690980f594fb13664995b04ca862b605d958ecd12e9fc14319550eb0bd643,,,0.9162,0.9162,0.0014,0.977,0.682,0.3184,0.0402,0.0034,0.0044,0,-0.0260012860136,942.151031796,1186.86548655,1378.25144268,1613.30510643,2007.16479089,-0.00640359456834,0.0186406426608,0.0351912153872,0.0529149357938,0.0780044590632,0.173191260346,0.213541571544,0.259305035964,0.288459255543,0.353578800339,0.143552842992,0.230356035977,0.262634681009,0.330092633816,0.0146908317363,0.0162655346832,0.0167182846284,0.0174626384147,762.5,1626.1,1913.2,2274.03
score_bo_l20_rp000_erp015__first_signal__low10,block_sensitivity,False,B167,score_bo_l20_rm002_erp015__first_signal__low10,2,20260728,60,5000,2332,7b4690980f594fb13664995b04ca862b605d958ecd12e9fc14319550eb0bd643,,,0.8872,0.8872,0.0012,0.9886,0.7062,0.3486,0.0486,0.0038,0.006,0,-0.0402180013584,904.66677734,1133.06270393,1314.86084499,1535.23020672,1895.84517401,-0.0107429078514,0.0135588097906,0.0299498288035,0.0472992694859,0.0713936896083,0.176786502873,0.219660569008,0.266328997493,0.29862839638,0.370091980134,0.149622410746,0.240781602112,0.272853231796,0.345072545366,0.0147582333105,0.0163022307967,0.0167396915805,0.0174393480636,831.5,1749.1,2036.3,2289.03
score_bo_l20_rp002_erp010__first_signal__low10,block_sensitivity,False,B207,score_bo_l20_rp002_erp010__first_signal__low10,1,20260728,60,5000,2332,7b4690980f594fb13664995b04ca862b605d958ecd12e9fc14319550eb0bd643,,,0.928,0.928,0.0112,0.9996,0.9292,0.7358,0.3042,0.0738,0.0138,0,-0.0196957431055,930.747612194,1344.51525098,1702.7499365,2148.73169718,2959.60894474,-0.00770714386432,0.0324292054169,0.0590578246468,0.0859543095479,0.124093258874,0.263092679543,0.314525023006,0.380417972595,0.422969974237,0.508571127031,0.209127473279,0.337320984541,0.387065689339,0.474650700799,0.0201300379689,0.02220295399,0.0228195029144,0.0239327971527,700,1554.1,1879.1,2234.04
score_bo_l40_rm002_erp010__signal_3d_confirm__ma50,block_sensitivity,False,B280,score_bo_l40_rm002_erp010__signal_3d_confirm__ma50,2,20260728,60,5000,2332,7b4690980f594fb13664995b04ca862b605d958ecd12e9fc14319550eb0bd643,,,0.8716,0.8716,0.0138,0.9986,0.9232,0.6978,0.2436,0.055,0.0254,0.0008,-0.0525195412811,836.32744896,1196.54095469,1542.00274457,1980.67759922,2964.34528467,-0.0190844278837,0.0195326410797,0.0477963686163,0.0764617271624,0.124287046785,0.237116208319,0.29780189715,0.363434844131,0.405623255205,0.492222056844,0.203818865995,0.335394192102,0.379707679123,0.467832667294,0.0188526025849,0.0208334932344,0.0214169539242,0.0222982871896,856,1801.1,2069.15,2303.01
