symbol,aum,asset_group,category
TAXE,,unknown,unknown
TAXF,,unknown,unknown
TAXI,,unknown,unknown
TAXM,,unknown,unknown
TAXS,,unknown,unknown
TAXT,,unknown,unknown
TAXX,,unknown,unknown
TBF,,unknown,unknown
TBFC,,unknown,unknown
TBFG,,unknown,unknown
TBG,,unknown,unknown
TBIL,,unknown,unknown
TBLL,,unknown,unknown
TBLU,,unknown,unknown
TBX,,unknown,unknown
TCAI,,unknown,unknown
TCAN,,unknown,unknown
TCHI,,unknown,unknown
TCHP,,unknown,unknown
TCPB,,unknown,unknown
TCV,,unknown,unknown
TDAQ,,unknown,unknown
TDAX,,unknown,unknown
TDI,,unknown,unknown
TDIV,,unknown,unknown
TDOG,,unknown,unknown
TDOT,,unknown,unknown
TDSB,,unknown,unknown
TDSC,,unknown,unknown
TDTF,,unknown,unknown
TDTT,,unknown,unknown
TDV,,unknown,unknown
TDVG,,unknown,unknown
TDVI,,unknown,unknown
TEC,,unknown,unknown
TECB,,unknown,unknown
TECY,,unknown,unknown
TEK,,unknown,unknown
TEKX,,unknown,unknown
TEKY,,unknown,unknown
TEMD,,unknown,unknown
TEMR,,unknown,unknown
TEQI,,unknown,unknown
TESL,,unknown,unknown
TETH,,unknown,unknown
TEXN,,unknown,unknown
TEXX,,unknown,unknown
TFFI,,unknown,unknown
TFGZ,,unknown,unknown
TFI,,unknown,unknown
TFLO,,unknown,unknown
TFLR,,unknown,unknown
TFNS,,unknown,unknown
TFPN,,unknown,unknown
TGLB,,unknown,unknown
TGLR,,unknown,unknown
TGRT,,unknown,unknown
TGRW,,unknown,unknown
THD,,unknown,unknown
THEQ,,unknown,unknown
THIR,,unknown,unknown
THMR,,unknown,unknown
THMZ,,unknown,unknown
THNQ,,unknown,unknown
THNR,,unknown,unknown
THRO,,unknown,unknown
THRV,,unknown,unknown
THTA,,unknown,unknown
THY,,unknown,unknown
THYF,,unknown,unknown
THYM,,unknown,unknown
THYP,,unknown,unknown
TIER,,unknown,unknown
TIIV,,unknown,unknown
TILL,,unknown,unknown
TILT,,unknown,unknown
TIME,,unknown,unknown
TINS,,unknown,unknown
TINT,,unknown,unknown
TINY,,unknown,unknown
TIP,,unknown,unknown
TIPA,,unknown,unknown
TIPB,,unknown,unknown
TIPC,,unknown,unknown
TIPD,,unknown,unknown
TIPX,,unknown,unknown
TIPZ,,unknown,unknown
TJAN,,unknown,unknown
TJUL,,unknown,unknown
TKNQ,,unknown,unknown
TKNS,,unknown,unknown
TLCI,,unknown,unknown
TLDR,,unknown,unknown
TLG,,unknown,unknown
TLH,,unknown,unknown
TLTD,,unknown,unknown
TLTE,,unknown,unknown
TLTI,,unknown,unknown
TLTP,,unknown,unknown
TLTX,,unknown,unknown
TMAT,,unknown,unknown
TMB,,unknown,unknown
TMDV,,unknown,unknown
TMED,,unknown,unknown
TMFC,,unknown,unknown
TMFG,,unknown,unknown
TMFX,,unknown,unknown
TMH,,unknown,unknown
TMLP,,unknown,unknown
TMNL,,unknown,unknown
TMNS,,unknown,unknown
TMSF,,unknown,unknown
TMYY,,unknown,unknown
TNGY,,unknown,unknown
TNUK,,unknown,unknown
TNXT,,unknown,unknown
TOAK,,unknown,unknown
TOAO,,unknown,unknown
TOCT,,unknown,unknown
TOGA,,unknown,unknown
TOK,,unknown,unknown
TOLL,,unknown,unknown
TOLZ,,unknown,unknown
TOPT,,unknown,unknown
TOS,,unknown,unknown
TOT,,unknown,unknown
TOTL,,unknown,unknown
TOTR,,unknown,unknown
TOUS,,unknown,unknown
TOV,,unknown,unknown
TOXR,,unknown,unknown
TPAY,,unknown,unknown
TPFC,,unknown,unknown
TPFG,,unknown,unknown
TPFI,,unknown,unknown
TPHD,,unknown,unknown
TPIF,,unknown,unknown
TPLS,,unknown,unknown
TPRY,,unknown,unknown
TPYP,,unknown,unknown
TPZ,,unknown,unknown
TQQY,,unknown,unknown
TRBF,,unknown,unknown
TRFK,,unknown,unknown
TRFM,,unknown,unknown
TRND,,unknown,unknown
TROT,,unknown,unknown
TRPA,,unknown,unknown
TRSY,,unknown,unknown
TRTY,,unknown,unknown
TRUC,,unknown,unknown
TRUD,,unknown,unknown
TRUF,,unknown,unknown
TRUH,,unknown,unknown
TRUI,,unknown,unknown
TRUO,,unknown,unknown
TRUT,,unknown,unknown
TSEC,,unknown,unknown
TSES,,unknown,unknown
TSIC,,unknown,unknown
TSII,,unknown,unknown
TSL,,unknown,unknown
TSLP,,unknown,unknown
TSNF,,unknown,unknown
TSOL,,unknown,unknown
TSPA,,unknown,unknown
TSPX,,unknown,unknown
TSPY,,unknown,unknown
TSRS,,unknown,unknown
TSSD,,unknown,unknown
TSUI,,unknown,unknown
TSYX,,unknown,unknown
TSYY,,unknown,unknown
TTEQ,,unknown,unknown
TTOP,,unknown,unknown
TUA,,unknown,unknown
TUG,,unknown,unknown
TUGN,,unknown,unknown
TUR,,unknown,unknown
TURF,,unknown,unknown
TVAL,,unknown,unknown
TXBC,,unknown,unknown
TXUE,,unknown,unknown
TXUG,,unknown,unknown
TXXI,,unknown,unknown
TYA,,unknown,unknown
TYLD,,unknown,unknown
TYYY,,unknown,unknown
UAE,,unknown,unknown
UBND,,unknown,unknown
UCON,,unknown,unknown
UCRD,,unknown,unknown
UDI,,unknown,unknown
UDIV,,unknown,unknown
UDN,,unknown,unknown
UEVM,,unknown,unknown
UFIV,,unknown,unknown
UFO,,unknown,unknown
UFOX,,unknown,unknown
UGA,,unknown,unknown
UITB,,unknown,unknown
UIVM,,unknown,unknown
ULTI,,unknown,unknown
ULVM,,unknown,unknown
UMI,,unknown,unknown
UMMA,,unknown,unknown
UNG,,unknown,unknown
UNIY,,unknown,unknown
UNL,,unknown,unknown
UPGD,,unknown,unknown
UPGR,,unknown,unknown
URA,,unknown,unknown
URAN,,unknown,unknown
URNJ,,unknown,unknown
URNM,,unknown,unknown
URTH,,unknown,unknown
USAF,,unknown,unknown
USAI,,unknown,unknown
USCA,,unknown,unknown
USCI,,unknown,unknown
USCL,,unknown,unknown
USDU,,unknown,unknown
USDX,,unknown,unknown
USE,,unknown,unknown
USEW,,unknown,unknown
USFE,,unknown,unknown
USFI,,unknown,unknown
USFR,,unknown,unknown
USG,,unknown,unknown
USHY,,unknown,unknown
USIG,,unknown,unknown
USIN,,unknown,unknown
USL,,unknown,unknown
USLN,,unknown,unknown
USMD,,unknown,unknown
USMF,,unknown,unknown
USMV,,unknown,unknown
USNG,,unknown,unknown
USNZ,,unknown,unknown
USO,,unknown,unknown
USOY,,unknown,unknown
USPX,,unknown,unknown
USRD,,unknown,unknown
USRT,,unknown,unknown
USSE,,unknown,unknown
USSG,,unknown,unknown
USSH,,unknown,unknown
USTB,,unknown,unknown
USVN,,unknown,unknown
USXF,,unknown,unknown
UTEN,,unknown,unknown
UTES,,unknown,unknown
UTHY,,unknown,unknown
UTRE,,unknown,unknown
UTWO,,unknown,unknown
UTWY,,unknown,unknown
UUP,,unknown,unknown
UUPP,,unknown,unknown
UX,,unknown,unknown
VABS,,unknown,unknown
VALQ,,unknown,unknown
VAMO,,unknown,unknown
VAVX,,unknown,unknown
VAW,,unknown,unknown
VBCA,,unknown,unknown
VBCB,,unknown,unknown
VBCC,,unknown,unknown
VBCD,,unknown,unknown
VBCE,,unknown,unknown
VBCF,,unknown,unknown
VBCG,,unknown,unknown
VBCH,,unknown,unknown
VBCI,,unknown,unknown
VBCJ,,unknown,unknown
VBIL,,unknown,unknown
VBNB,,unknown,unknown
VBND,,unknown,unknown
VCEB,,unknown,unknown
VCHY,,unknown,unknown
VCIT,,unknown,unknown
VCLN,,unknown,unknown
VCLT,,unknown,unknown
VCOB,,unknown,unknown
VCR,,unknown,unknown
VCRB,,unknown,unknown
VCRM,,unknown,unknown
VCSH,,unknown,unknown
VDC,,unknown,unknown
VDE,,unknown,unknown
VDG,,unknown,unknown
VDI,,unknown,unknown
VDIG,,unknown,unknown
VDV,,unknown,unknown
VEA,,unknown,unknown
VEFA,,unknown,unknown
VEGA,,unknown,unknown
VEGI,,unknown,unknown
VEGN,,unknown,unknown
VEM,,unknown,unknown
VEMY,,unknown,unknown
VERS,,unknown,unknown
VETZ,,unknown,unknown
VEU,,unknown,unknown
VEXC,,unknown,unknown
VFH,,unknown,unknown
VFLO,,unknown,unknown
VFMF,,unknown,unknown
VFMO,,unknown,unknown
VFQY,,unknown,unknown
VFVA,,unknown,unknown
VGHY,,unknown,unknown
VGIT,,unknown,unknown
VGK,,unknown,unknown
VGLT,,unknown,unknown
VGMS,,unknown,unknown
VGRO,,unknown,unknown
VGSH,,unknown,unknown
VGSR,,unknown,unknown
VGT,,unknown,unknown
VGVT,,unknown,unknown
VHT,,unknown,unknown
VICE,,unknown,unknown
VIDI,,unknown,unknown
VIG,,unknown,unknown
VIGI,,unknown,unknown
VIS,,unknown,unknown
VLU,,unknown,unknown
VLUE,,unknown,unknown
VMAX,,unknown,unknown
VMBS,,unknown,unknown
VMSB,,unknown,unknown
VNAM,,unknown,unknown
VNIE,,unknown,unknown
VNLA,,unknown,unknown
VNM,,unknown,unknown
VNQ,,unknown,unknown
VNQI,,unknown,unknown
VNSE,,unknown,unknown
VOLT,,unknown,unknown
VONE,,unknown,unknown
VONG,,unknown,unknown
VONV,,unknown,unknown
VOOG,,unknown,unknown
VOOV,,unknown,unknown
VOTE,,unknown,unknown
VOX,,unknown,unknown
VOXP,,unknown,unknown
VPC,,unknown,unknown
VPL,,unknown,unknown
VPLS,,unknown,unknown
VPU,,unknown,unknown
VPX,,unknown,unknown
VRAI,,unknown,unknown
VRIG,,unknown,unknown
VRP,,unknown,unknown
VSDA,,unknown,unknown
VSDB,,unknown,unknown
VSDM,,unknown,unknown
VSGX,,unknown,unknown
VSHY,,unknown,unknown
VSOL,,unknown,unknown
VSS,,unknown,unknown
VT,,unknown,unknown
VTC,,unknown,unknown
VTEB,,unknown,unknown
VTEC,,unknown,unknown
VTEI,,unknown,unknown
VTEL,,unknown,unknown
VTES,,unknown,unknown
VTG,,unknown,unknown
VTHR,,unknown,unknown
VTIP,,unknown,unknown
VTP,,unknown,unknown
VTV,,unknown,unknown
VTWG,,unknown,unknown
VTWO,,unknown,unknown
VTWV,,unknown,unknown
VUG,,unknown,unknown
VUS,,unknown,unknown
VUSE,,unknown,unknown
VUSG,,unknown,unknown
VUSV,,unknown,unknown
VWO,,unknown,unknown
VWOB,,unknown,unknown
VXF,,unknown,unknown
VXUS,,unknown,unknown
VYM,,unknown,unknown
VYMI,,unknown,unknown
WABF,,unknown,unknown
WAGN,,unknown,unknown
WAMA,,unknown,unknown
WAR,,unknown,unknown
WARP,,unknown,unknown
WATS,,unknown,unknown
WBIF,,unknown,unknown
WBIG,,unknown,unknown
WBIL,,unknown,unknown
WBIY,,unknown,unknown
WCBR,,unknown,unknown
WCEO,,unknown,unknown
WCLD,,unknown,unknown
WCME,,unknown,unknown
WCMG,,unknown,unknown
WCMI,,unknown,unknown
WCPB,,unknown,unknown
WDAF,,unknown,unknown
WDAI,,unknown,unknown
WDE,,unknown,unknown
WDEF,,unknown,unknown
WDGF,,unknown,unknown
WDIG,,unknown,unknown
WDIV,,unknown,unknown
WDNA,,unknown,unknown
WDRN,,unknown,unknown
WDTE,,unknown,unknown
WEAT,,unknown,unknown
WEED,,unknown,unknown
WEEI,,unknown,unknown
WEEK,,unknown,unknown
WEEL,,unknown,unknown
WELD,,unknown,unknown
WEPN,,unknown,unknown
WGMI,,unknown,unknown
WIMA,,unknown,unknown
WINN,,unknown,unknown
WIP,,unknown,unknown
WISE,,unknown,unknown
WLDR,,unknown,unknown
WLTG,,unknown,unknown
WMSB,,unknown,unknown
WMTI,,unknown,unknown
WNDR,,unknown,unknown
WOMN,,unknown,unknown
WOOD,,unknown,unknown
WQTM,,unknown,unknown
WR,,unknown,unknown
WRND,,unknown,unknown
WRTH,,unknown,unknown
WSDB,,unknown,unknown
WSGE,,unknown,unknown
WTAI,,unknown,unknown
WTBN,,unknown,unknown
WTIB,,unknown,unknown
WTIP,,unknown,unknown
WTLS,,unknown,unknown
WTMF,,unknown,unknown
WTMU,,unknown,unknown
WTMY,,unknown,unknown
WTRE,,unknown,unknown
WTV,,unknown,unknown
WUGI,,unknown,unknown
WWJD,,unknown,unknown
WZRD,,unknown,unknown
XA,,unknown,unknown
XAGG,,unknown,unknown
XAIX,,unknown,unknown
XAR,,unknown,unknown
XB,,unknown,unknown
XBB,,unknown,unknown
XBCI,,unknown,unknown
XBI,,unknown,unknown
XBIL,,unknown,unknown
XBTY,,unknown,unknown
XC,,unknown,unknown
XCCC,,unknown,unknown
XCEM,,unknown,unknown
XCHG,,unknown,unknown
XCLR,,unknown,unknown
XCNY,,unknown,unknown
XCOR,,unknown,unknown
XDAT,,unknown,unknown
XDEF,,unknown,unknown
XDIV,,unknown,unknown
XEMD,,unknown,unknown
XEML,,unknown,unknown
XES,,unknown,unknown
XEY,,unknown,unknown
XFIV,,unknown,unknown
XFLX,,unknown,unknown
XHB,,unknown,unknown
XHE,,unknown,unknown
XHLF,,unknown,unknown
XHS,,unknown,unknown
XIDV,,unknown,unknown
XIGV,,unknown,unknown
XITK,,unknown,unknown
XLB,,unknown,unknown
XLC,,unknown,unknown
XLG,,unknown,unknown
XLI,,unknown,unknown
XLP,,unknown,unknown
XLRE,,unknown,unknown
XLSR,,unknown,unknown
XLU,,unknown,unknown
XLY,,unknown,unknown
XME,,unknown,unknown
XMPT,,unknown,unknown
XNAV,,unknown,unknown
XNTK,,unknown,unknown
XOEF,,unknown,unknown
XOEX,,unknown,unknown
XONE,,unknown,unknown
XOP,,unknown,unknown
XOVR,,unknown,unknown
XPAY,,unknown,unknown
XPH,,unknown,unknown
XPND,,unknown,unknown
XQQI,,unknown,unknown
XRLX,,unknown,unknown
XRMI,,unknown,unknown
XRP,,unknown,unknown
XRPC,,unknown,unknown
XRPM,,unknown,unknown
XRPR,,unknown,unknown
XRPZ,,unknown,unknown
XRT,,unknown,unknown
XSD,,unknown,unknown
XSHP,,unknown,unknown
XSOE,,unknown,unknown
XSPC,,unknown,unknown
XSPI,,unknown,unknown
XSVN,,unknown,unknown
XSW,,unknown,unknown
XT,,unknown,unknown
XTEN,,unknown,unknown
XTL,,unknown,unknown
XTN,,unknown,unknown
XTR,,unknown,unknown
XTRE,,unknown,unknown
XTWO,,unknown,unknown
XTWY,,unknown,unknown
XUDV,,unknown,unknown
XV,,unknown,unknown
XVV,,unknown,unknown
XXV,,unknown,unknown
XXX,,unknown,unknown
YALL,,unknown,unknown
YBMN,,unknown,unknown
YBTY,,unknown,unknown
YCLO,,unknown,unknown
YFFI,,unknown,unknown
YGLD,,unknown,unknown
YLD,,unknown,unknown
YLDE,,unknown,unknown
YLDW,,unknown,unknown
YNOT,,unknown,unknown
YOKE,,unknown,unknown
YOLO,,unknown,unknown
YSPY,,unknown,unknown
YUNG,,unknown,unknown
YXI,,unknown,unknown
YYY,,unknown,unknown
YYYM,,unknown,unknown
ZAP,,unknown,unknown
ZAPR,,unknown,unknown
ZAUG,,unknown,unknown
ZCBA,,unknown,unknown
ZCBB,,unknown,unknown
ZCBC,,unknown,unknown
ZCBE,,unknown,unknown
ZCBF,,unknown,unknown
ZCBG,,unknown,unknown
ZDEK,,unknown,unknown
ZECP,,unknown,unknown
ZFEB,,unknown,unknown
ZHDG,,unknown,unknown
ZHOG,,unknown,unknown
ZIG,,unknown,unknown
ZINC,,unknown,unknown
ZJAN,,unknown,unknown
ZJUL,,unknown,unknown
ZJUN,,unknown,unknown
ZMAR,,unknown,unknown
ZMAY,,unknown,unknown
ZNOV,,unknown,unknown
ZOCT,,unknown,unknown
ZROZ,,unknown,unknown
ZSB,,unknown,unknown
ZSC,,unknown,unknown
ZSEP,,unknown,unknown
ZTAX,,unknown,unknown
ZTEN,,unknown,unknown
ZTOP,,unknown,unknown
ZTRE,,unknown,unknown
ZTWO,,unknown,unknown
